product_type,brand,price_layer,target,target_c,target_o,target_B
Type_A,Brand1,1,dislike,27.283071879272974,10000,0
Type_F,Brand9,1,like,69.97644914360748,100,1
Type_E,Brand2,2,dislike,53.41816120292696,10000,0
Type_A,Brand9,3,like,48.14255988536703,10000,0
Type_C,Brand5,5,dislike,51.182399210359826,10000,0
Type_B,Brand5,5,dislike,75.34907925300864,10000,1
Type_D,Brand10,4,soso,65.68230941107112,100,1
Type_D,Brand8,5,dislike,41.842811626124586,10000,0
Type_D,Brand1,1,like,39.71552873040853,10,0
Type_E,Brand9,1,dislike,29.501372074196762,10,0
Type_E,Brand1,4,dislike,48.17011916841082,10,0
Type_C,Brand5,1,soso,134.80228584773585,10000,1
Type_D,Brand8,1,dislike,71.11290326277921,100,1
Type_E,Brand1,5,dislike,91.11280545866846,10,1
Type_D,Brand5,3,soso,60.00190925192416,10,0
Type_A,Brand3,5,soso,132.0069424060045,10000,1
Type_D,Brand8,2,soso,94.9511015459164,10,1
Type_C,Brand3,4,soso,75.2801926329076,10000,1
Type_C,Brand8,1,dislike,83.65094133594319,10,1
Type_E,Brand11,5,soso,102.7162444349958,1000,1
Type_D,Brand11,5,like,38.8039918230834,100,0
Type_C,Brand2,1,soso,97.03572610274364,10000,1
Type_A,Brand10,4,like,86.20155894601581,10000,1
Type_E,Brand3,5,dislike,12.527858187225597,1000,0
Type_A,Brand1,3,dislike,58.26939054404938,100,0
Type_C,Brand1,1,soso,82.23478984786513,10000,1
Type_F,Brand4,4,dislike,50.2895495470098,10000,0
Type_E,Brand5,2,like,40.36953128222691,1000,0
Type_D,Brand3,1,soso,94.2476104706763,10,1
Type_F,Brand2,2,like,115.68635571860993,10,1
Type_B,Brand1,1,like,94.4777368675753,10000,1
Type_D,Brand3,5,soso,130.79555436815718,1000,1
Type_D,Brand1,4,soso,74.86459767380443,1000,1
Type_A,Brand10,3,like,63.893427633267265,10000,0
Type_D,Brand10,2,soso,106.81524868624803,10,1
Type_B,Brand6,2,soso,114.60810894471324,10000,1
Type_E,Brand11,1,dislike,37.15163161127708,10,0
Type_E,Brand3,2,dislike,40.89292285408155,1000,0
Type_F,Brand4,1,soso,62.32790618610697,100,0
Type_B,Brand8,1,like,89.36879285739352,1000,1
Type_A,Brand10,2,soso,80.97247266095869,1000,1
Type_F,Brand5,2,dislike,22.92795028411944,10000,0
Type_B,Brand11,5,soso,105.52286038803422,1000,1
Type_E,Brand5,5,dislike,12.072276759592587,1000,0
Type_F,Brand8,5,dislike,92.70645701607079,10000,1
Type_B,Brand10,4,like,86.12881959296394,1000,1
Type_A,Brand10,3,soso,103.27498762887838,10000,1
Type_F,Brand11,5,dislike,66.65271504007487,10,1
Type_D,Brand10,5,soso,78.2227829087526,1000,1
Type_D,Brand4,1,like,51.05637021205489,10,0
Type_E,Brand8,3,like,77.16532775091366,10,1
Type_A,Brand10,2,like,112.18912986265296,1000,1
Type_D,Brand5,4,like,55.17163905600208,1000,0
Type_D,Brand6,2,soso,112.61051532168315,1000,1
Type_D,Brand1,1,dislike,94.7005849922401,100,1
Type_C,Brand9,4,soso,98.24689631204691,100,1
Type_D,Brand4,5,soso,90.43974125901799,10000,1
Type_C,Brand1,3,dislike,75.33491958203378,10,1
Type_B,Brand7,3,like,43.159169433928795,1000,0
Type_E,Brand10,5,soso,53.84582718958894,10,0
Type_E,Brand4,2,like,61.259963816973766,1000,0
Type_F,Brand5,2,dislike,83.00205167656144,1000,1
Type_F,Brand11,5,dislike,17.666720160499903,10000,0
Type_C,Brand7,5,dislike,61.8337223604605,1000,0
Type_A,Brand7,3,like,35.43036119840477,10,0
Type_F,Brand9,2,like,74.08340231078165,100,1
Type_F,Brand9,4,dislike,22.185941495932987,10,0
Type_C,Brand7,4,like,83.25168862263575,10,1
Type_D,Brand10,1,like,57.67539726170796,100,0
Type_F,Brand9,1,dislike,42.87799594518435,10000,0
Type_A,Brand5,1,like,36.41454573445756,1000,0
Type_E,Brand2,2,soso,117.73975991194595,10,1
Type_B,Brand9,4,dislike,62.82818585905956,10000,0
Type_B,Brand6,2,dislike,61.01527256348524,1000,0
Type_C,Brand6,5,dislike,67.59567677521187,1000,1
Type_F,Brand9,3,like,88.08236432912457,10000,1
Type_C,Brand1,1,dislike,41.29700117053475,10000,0
Type_C,Brand2,5,like,54.60543544570535,100,0
Type_C,Brand11,5,like,56.586387068984294,10,0
Type_E,Brand3,3,soso,120.77738942557153,100,1
Type_D,Brand1,4,like,45.576651419031904,10,0
Type_E,Brand4,4,soso,92.86173774465414,100,1
Type_B,Brand2,5,soso,104.80655912875707,1000,1
Type_B,Brand3,3,soso,95.39721600675561,10000,1
Type_B,Brand8,4,soso,98.58765556108294,100,1
Type_D,Brand11,1,soso,123.15796350012535,10000,1
Type_D,Brand4,2,like,59.32831535638627,1000,0
Type_A,Brand9,3,like,60.743548710731694,10,0
Type_D,Brand6,5,soso,65.26390768729571,10,1
Type_B,Brand1,2,like,95.5263780061818,100,1
Type_D,Brand6,4,like,48.82743825965771,100,0
Type_D,Brand7,4,soso,95.69985232260663,10000,1
Type_D,Brand4,3,dislike,84.45757490905973,1000,1
Type_C,Brand8,2,like,39.44077469131179,10,0
Type_F,Brand10,4,like,45.492829266819186,1000,0
Type_F,Brand3,3,dislike,26.78011459321843,10000,0
Type_D,Brand7,2,like,42.55659520019078,100,0
Type_C,Brand7,5,like,112.25995302019443,100,1
Type_B,Brand4,5,dislike,74.63591965935962,10000,1
Type_A,Brand1,4,soso,90.1274382466852,10000,1
Type_E,Brand10,3,soso,76.59722103350583,100,1
Type_F,Brand10,1,like,40.90636233731537,100,0
Type_A,Brand6,4,like,33.03606868604146,10,0
Type_E,Brand10,1,soso,106.89451082216048,1000,1
Type_F,Brand7,2,soso,94.43565525223164,10,1
Type_B,Brand3,3,like,81.9491429523905,10,1
Type_C,Brand5,4,dislike,25.402738600084493,10,0
Type_D,Brand8,5,dislike,61.63115267990958,10000,0
Type_C,Brand7,2,soso,68.58070818391255,100,1
Type_E,Brand2,2,soso,54.52851365462742,100,0
Type_F,Brand4,2,like,106.00531892994785,1000,1
Type_D,Brand7,1,dislike,82.15244516637964,10,1
Type_E,Brand11,1,dislike,61.63993580245991,100,0
Type_E,Brand9,2,like,109.67466434789681,10,1
Type_F,Brand7,4,dislike,77.41271677842948,10,1
Type_D,Brand8,1,dislike,34.60752399383622,10,0
Type_A,Brand10,3,dislike,89.66344196723536,100,1
Type_A,Brand9,5,dislike,44.37876447829777,10,0
Type_F,Brand11,4,dislike,95.567683538386,1000,1
Type_F,Brand1,3,soso,110.99880404587125,100,1
Type_E,Brand3,1,like,48.91759219778635,1000,0
Type_B,Brand6,5,soso,85.01926660375392,100,1
Type_C,Brand8,2,soso,108.2187034308428,10,1
Type_A,Brand11,5,dislike,78.80195975830554,10000,1
Type_D,Brand7,2,like,80.57464604761927,10,1
Type_E,Brand6,3,soso,114.67059939853863,10000,1
Type_C,Brand4,3,dislike,52.41952468924201,10,0
Type_F,Brand8,4,dislike,35.526269348360145,100,0
Type_C,Brand10,3,dislike,71.60917983953878,1000,1
Type_E,Brand4,1,like,101.9202175946742,1000,1
Type_C,Brand6,1,soso,78.32944899283886,10000,1
Type_B,Brand3,5,soso,87.76934500790829,10,1
Type_E,Brand7,2,like,60.05223558436809,1000,0
Type_F,Brand6,5,like,43.51682444699569,1000,0
Type_C,Brand7,4,dislike,76.92754320463577,1000,1
Type_C,Brand5,4,dislike,54.86975203539796,10,0
Type_F,Brand5,1,soso,64.93279095038444,100,0
Type_A,Brand2,4,dislike,40.77958956546053,10,0
Type_C,Brand6,1,dislike,74.70414331364933,10,1
Type_C,Brand1,2,like,63.55092540165632,10000,0
Type_A,Brand7,5,soso,57.17189877720674,1000,0
Type_E,Brand3,4,dislike,20.068866268620667,10,0
Type_A,Brand2,2,dislike,96.83751306975839,1000,1
Type_D,Brand11,4,dislike,47.80460823275972,10,0
Type_D,Brand7,3,like,85.706519464064,10,1
Type_B,Brand9,4,soso,104.26171235891285,100,1
Type_C,Brand1,2,like,45.28489053602283,1000,0
Type_F,Brand6,4,dislike,45.313681116110644,10,0
Type_D,Brand8,3,soso,112.44034522339786,10000,1
Type_E,Brand2,4,dislike,47.52849137793782,10,0
Type_E,Brand5,2,soso,101.67772594088976,100,1
Type_F,Brand4,1,like,62.89596639339617,1000,0
Type_D,Brand10,2,like,53.796950774632876,10,0
Type_A,Brand3,1,dislike,12.610931337619917,10000,0
Type_F,Brand10,1,dislike,47.488349179139824,10000,0
Type_B,Brand8,5,dislike,45.101565530280695,1000,0
Type_A,Brand2,2,like,70.60381207008868,10,1
Type_B,Brand1,5,like,31.561307476719396,10000,0
Type_F,Brand1,1,soso,95.4931265588734,1000,1
Type_D,Brand10,4,soso,61.158083490190364,10000,0
Type_A,Brand5,1,soso,93.67540952194497,1000,1
Type_D,Brand9,2,like,60.41847011077522,10000,0
Type_B,Brand4,2,soso,54.76445312317652,10000,0
Type_E,Brand7,2,dislike,25.241020604209922,10000,0
Type_F,Brand2,2,dislike,33.189794889157426,10,0
Type_A,Brand3,4,like,51.067849656755556,100,0
Type_D,Brand10,5,like,82.90327858543009,10,1
Type_B,Brand11,3,soso,54.796272514746235,100,0
Type_E,Brand9,5,like,69.16635217056327,100,1
Type_A,Brand5,1,like,101.21274071157245,10,1
Type_B,Brand6,2,dislike,35.55128867797867,10,0
Type_A,Brand3,2,soso,103.01383113213836,10000,1
Type_A,Brand6,3,like,110.32353809141051,100,1
Type_C,Brand11,5,soso,118.81346088985794,10,1
Type_D,Brand11,1,like,102.49922143452304,10,1
Type_C,Brand10,2,soso,88.6648707611727,100,1
Type_A,Brand8,3,dislike,18.19540311697972,10,0
Type_B,Brand10,3,dislike,52.857587406418126,10000,0
Type_D,Brand1,1,dislike,17.268459405516953,10,0
Type_B,Brand10,3,dislike,53.76679479303408,1000,0
Type_B,Brand8,3,dislike,53.75289330739111,100,0
Type_F,Brand8,5,soso,121.27557512799277,1000,1
Type_E,Brand7,2,like,77.99533971870679,1000,1
Type_A,Brand4,5,dislike,19.659047003589794,10,0
Type_B,Brand1,3,like,70.30071829314184,10000,1
Type_A,Brand10,4,soso,113.97668622491162,100,1
Type_C,Brand2,1,like,39.97450746266015,100,0
Type_F,Brand10,3,like,73.14376411803497,10,1
Type_F,Brand3,3,like,74.41608563322835,1000,1
Type_C,Brand5,5,like,111.07095513128898,100,1
Type_B,Brand3,1,dislike,77.83762599008655,1000,1
Type_F,Brand8,2,dislike,32.022028187629175,10,0
Type_A,Brand6,1,like,100.46827115065992,10000,1
Type_E,Brand3,3,like,67.87040357495931,10,1
Type_D,Brand2,5,soso,93.88497784746824,1000,1
Type_C,Brand3,4,soso,82.82853682034549,1000,1
Type_C,Brand2,3,like,38.80377836689928,100,0
Type_E,Brand3,1,dislike,96.1443550445932,100,1
Type_B,Brand9,1,dislike,18.440762234094755,10,0
Type_C,Brand1,4,dislike,18.17817667226286,1000,0
Type_C,Brand3,1,dislike,21.288967329920865,1000,0
Type_D,Brand7,1,like,54.81069714491174,10,0
Type_E,Brand2,5,dislike,57.87628540382109,1000,0
Type_E,Brand3,1,soso,117.59659314666507,1000,1
Type_A,Brand6,2,dislike,76.68419087113737,10000,1
Type_E,Brand2,4,like,74.1703270494443,10000,1
Type_F,Brand1,3,soso,123.73429739697924,1000,1
Type_D,Brand10,4,soso,52.81369484830239,10,0
Type_F,Brand2,3,soso,54.46071746521,1000,0
Type_E,Brand11,5,like,86.54141363647827,100,1
Type_A,Brand4,1,dislike,50.97834994792649,100,0
Type_D,Brand5,3,soso,94.40312407169019,10,1
Type_C,Brand1,3,like,49.75682047616303,10,0
Type_B,Brand4,5,dislike,83.00273631274894,10000,1
Type_C,Brand5,4,soso,94.2728824736227,100,1
Type_A,Brand4,4,dislike,29.130485703375985,1000,0
Type_D,Brand2,4,like,42.902070886363674,1000,0
Type_C,Brand1,1,like,116.60032914717448,10,1
Type_A,Brand4,5,like,93.55815717494755,1000,1
Type_F,Brand2,3,soso,96.80829779368082,100,1
Type_C,Brand10,4,like,79.71788196915034,1000,1
Type_B,Brand9,4,dislike,20.483745999080448,10000,0
Type_F,Brand4,4,soso,113.05009341104773,1000,1
Type_C,Brand3,2,dislike,90.05538751827751,100,1
Type_C,Brand7,1,like,108.1591437893653,10,1
Type_C,Brand11,4,like,98.75804217252758,10000,1
Type_A,Brand3,2,dislike,67.13342487755023,10000,1
Type_D,Brand10,5,soso,73.98036715706453,10000,1
Type_E,Brand8,3,like,60.64487724464088,1000,0
Type_A,Brand5,4,soso,122.53476518730754,1000,1
Type_F,Brand4,1,like,92.63714090339343,1000,1
Type_E,Brand1,4,dislike,96.1737307494207,10000,1
Type_F,Brand5,1,dislike,18.32435820424617,1000,0
Type_E,Brand9,2,soso,80.91361566422145,10000,1
Type_C,Brand8,1,soso,126.65105433700963,10000,1
Type_F,Brand4,5,soso,53.229236023046994,1000,0
Type_B,Brand9,1,like,59.892908369918345,10,0
Type_E,Brand7,3,dislike,94.78288438090105,10000,1
Type_F,Brand2,2,like,78.0125880100346,1000,1
Type_F,Brand11,1,soso,77.51050906558253,100,1
Type_E,Brand7,4,like,110.99154868597739,10,1
Type_C,Brand4,5,soso,80.84650463990405,100,1
Type_B,Brand5,3,like,42.47907837104467,1000,0
Type_C,Brand1,1,like,80.81181868604428,10,1
Type_E,Brand11,1,soso,112.431921956501,1000,1
Type_F,Brand4,3,like,37.822632545671794,100,0
Type_A,Brand2,3,soso,104.49987737686317,100,1
Type_F,Brand9,1,dislike,42.978514313361785,1000,0
Type_E,Brand8,4,soso,61.71573925618614,1000,0
Type_A,Brand3,4,soso,105.67419971164459,10,1
Type_D,Brand7,4,dislike,34.141454702039795,10,0
Type_B,Brand7,1,like,45.59535335722259,1000,0
Type_F,Brand6,2,soso,59.06175319360263,10,0
Type_D,Brand3,1,like,65.51660381187912,10000,1
Type_C,Brand9,2,like,84.38139570172262,10,1
Type_E,Brand9,4,soso,134.89123286662476,10000,1
Type_D,Brand6,1,soso,80.07130738852723,10,1
Type_B,Brand3,4,soso,103.67466654815841,100,1
Type_A,Brand4,1,soso,61.11325602110142,100,0
Type_A,Brand5,4,dislike,91.50489071548773,1000,1
Type_C,Brand9,3,soso,114.69564262512705,10,1
Type_C,Brand3,1,dislike,72.19446612829009,1000,1
Type_E,Brand9,2,soso,98.10135235070157,100,1
Type_D,Brand5,4,like,79.4520392539931,10,1
Type_E,Brand6,5,soso,89.42238829403797,10000,1
Type_A,Brand2,2,like,34.92571119023405,10,0
Type_A,Brand2,5,dislike,17.06295955381556,100,0
Type_F,Brand2,4,like,47.503048404832185,10,0
Type_D,Brand7,1,dislike,27.181989709552138,10,0
Type_E,Brand11,1,soso,55.91923370167775,1000,0
Type_C,Brand11,1,soso,93.71352853895743,1000,1
Type_D,Brand6,5,like,74.7652376443128,100,1
Type_F,Brand7,4,like,82.54837394030017,1000,1
Type_C,Brand3,3,like,98.7028673008968,1000,1
Type_D,Brand4,1,like,111.49914196185807,10,1
Type_C,Brand11,4,dislike,92.53300047852694,1000,1
Type_B,Brand6,3,dislike,88.3748889666086,1000,1
Type_A,Brand3,3,like,94.7772598515441,10,1
Type_F,Brand1,4,soso,108.65516996848885,1000,1
Type_D,Brand6,1,like,41.108685428877365,1000,0
Type_F,Brand10,1,dislike,67.44938496419194,10000,1
Type_B,Brand11,2,dislike,24.49170868284749,100,0
Type_D,Brand10,4,soso,115.11893104626063,10,1
Type_A,Brand2,3,dislike,24.932888430314346,1000,0
Type_F,Brand7,5,like,89.6091058123498,1000,1
Type_A,Brand5,5,dislike,17.213307201998916,1000,0
Type_C,Brand1,1,like,57.955047180142955,1000,0
Type_F,Brand9,2,soso,83.1795920107515,10,1
Type_A,Brand2,5,dislike,37.97537681720064,1000,0
Type_F,Brand2,1,soso,77.72637711514204,100,1
Type_F,Brand10,2,like,76.78966467282328,100,1
Type_A,Brand10,5,soso,121.8295355831114,1000,1
Type_A,Brand4,3,like,106.10698956298239,1000,1
Type_E,Brand2,5,like,37.31901193849218,10,0
Type_E,Brand10,5,dislike,27.544043891584163,10000,0
Type_A,Brand6,5,dislike,37.599655554774216,10,0
Type_F,Brand5,5,dislike,69.80392140515774,10,1
Type_F,Brand10,1,like,65.60956940498963,100,1
Type_E,Brand10,4,like,72.00315109126814,100,1
Type_D,Brand3,3,like,98.4612498512708,10000,1
Type_F,Brand2,4,soso,106.20436256170493,1000,1
Type_B,Brand6,1,like,81.52134272821955,10000,1
Type_B,Brand2,5,dislike,60.877897968505444,1000,0
Type_E,Brand11,2,dislike,28.145693787124664,100,0
Type_B,Brand4,2,soso,60.52126783540004,100,0
Type_E,Brand5,4,dislike,39.091215977116974,1000,0
Type_C,Brand11,2,like,97.08517480699669,100,1
Type_F,Brand8,4,like,104.37920801941459,10000,1
Type_A,Brand1,3,dislike,79.57823675867179,10000,1
Type_B,Brand7,2,dislike,24.57129729530261,10000,0
Type_A,Brand6,5,like,110.02501010830643,1000,1
Type_B,Brand3,1,like,64.33168034035135,10,0
Type_D,Brand10,3,like,103.03872111495052,10000,1
Type_D,Brand10,2,dislike,64.84808557649,1000,0
Type_E,Brand10,2,dislike,79.23175333200267,10,1
Type_A,Brand1,4,like,33.60528309382145,10,0
Type_E,Brand2,3,dislike,48.384705198714336,10000,0
Type_C,Brand1,1,soso,103.14787080172209,100,1
Type_E,Brand3,1,dislike,42.8067494291103,100,0
Type_F,Brand1,4,dislike,78.8879525577156,10000,1
Type_F,Brand10,4,like,93.23116776346788,10,1
Type_E,Brand5,4,dislike,44.52443760677084,10000,0
Type_E,Brand10,2,like,68.74908517381473,10,1
Type_B,Brand6,3,dislike,53.2615530316892,100,0
Type_B,Brand1,1,dislike,57.88035559706162,10000,0
Type_C,Brand1,5,dislike,36.653256250093975,1000,0
Type_A,Brand4,1,like,50.70054755237645,100,0
Type_D,Brand4,3,dislike,20.695203256297177,100,0
Type_A,Brand8,4,dislike,23.068053962346884,10,0
Type_D,Brand10,2,soso,91.21509630981541,100,1
Type_B,Brand7,1,like,88.14270646722534,10,1
Type_E,Brand7,5,like,88.26728898884238,10,1
Type_F,Brand9,2,dislike,50.25852134004423,1000,0
Type_C,Brand8,1,dislike,64.21596540733691,100,0
Type_C,Brand11,3,soso,133.47403804441097,100,1
Type_F,Brand11,1,like,115.47645662716134,10000,1
Type_C,Brand3,5,soso,123.65393483715661,10000,1
Type_A,Brand4,2,like,109.63627805254814,1000,1
Type_B,Brand8,1,soso,62.69265500758887,100,0
Type_B,Brand5,5,dislike,34.974509434232814,1000,0
Type_E,Brand5,1,like,113.04258245202881,10000,1
Type_F,Brand8,1,like,42.20327210550414,100,0
Type_F,Brand8,4,dislike,86.21636643260817,100,1
Type_A,Brand6,5,like,68.77215441038835,10,1
Type_E,Brand9,1,dislike,94.84797709640331,1000,1
Type_D,Brand4,2,dislike,72.62259387380689,100,1
Type_B,Brand10,3,soso,79.98536463285447,10000,1
Type_C,Brand1,4,dislike,21.15387709295957,10000,0
Type_F,Brand10,4,like,51.54377192839069,100,0
Type_E,Brand2,4,like,91.56298600174955,1000,1
Type_D,Brand1,3,like,58.61241524084595,10,0
Type_C,Brand4,5,dislike,92.62272785616288,100,1
Type_C,Brand9,2,dislike,56.9934844717641,100,0
Type_E,Brand11,3,like,76.12233563439447,100,1
Type_E,Brand6,2,soso,120.41494874552231,10,1
Type_E,Brand6,2,dislike,79.56334639672664,10,1
Type_B,Brand6,4,like,90.08479817056025,10000,1
Type_F,Brand1,1,like,112.87960849342926,1000,1
Type_F,Brand1,2,like,80.86056231471179,100,1
Type_A,Brand3,2,like,108.44198381134477,10,1
Type_F,Brand5,2,like,71.45680912860803,100,1
Type_E,Brand2,2,like,96.52917696715947,1000,1
Type_F,Brand11,4,like,51.13151951080613,1000,0
Type_B,Brand1,2,soso,124.14094849122748,10000,1
Type_A,Brand9,1,like,61.33933324569921,1000,0
Type_D,Brand11,5,like,93.43356130480156,1000,1
Type_A,Brand1,5,dislike,38.725468829249735,10,0
Type_B,Brand11,2,like,112.97796039062521,10000,1
Type_B,Brand11,4,like,47.400523620079724,10000,0
Type_F,Brand11,1,soso,96.32821323692409,1000,1
Type_A,Brand4,1,soso,84.93219995070386,1000,1
Type_A,Brand9,2,soso,96.99315181578946,10,1
Type_F,Brand10,4,soso,70.84140293529828,100,1
Type_B,Brand2,5,like,74.31639282223503,100,1
Type_B,Brand10,3,soso,62.33911752917905,10,0
Type_D,Brand3,2,like,50.87373545266735,10000,0
Type_B,Brand4,2,like,88.78664116631771,1000,1
Type_B,Brand2,2,soso,91.31976316879418,10000,1
Type_C,Brand2,4,soso,93.73390717947916,1000,1
Type_C,Brand6,3,soso,131.12374415913996,10,1
Type_C,Brand11,4,like,49.49356878566205,100,0
Type_E,Brand11,2,like,78.4510646332867,1000,1
Type_F,Brand10,3,dislike,56.71104780896807,100,0
Type_E,Brand5,1,like,69.2851545620142,10000,1
Type_B,Brand11,1,soso,122.38150749138399,100,1
Type_C,Brand5,3,like,79.75047376209486,10000,1
Type_F,Brand9,2,soso,121.55612536374132,10,1
Type_D,Brand7,4,soso,124.96227624461083,10000,1
Type_D,Brand11,2,soso,57.126027968683275,1000,0
Type_D,Brand9,3,dislike,91.653556359775,10,1
Type_B,Brand1,2,like,96.62895741742494,10000,1
Type_F,Brand2,2,dislike,52.6523464207292,10000,0
Type_C,Brand5,1,soso,121.51555502486771,1000,1
Type_B,Brand10,5,dislike,30.77009679262405,100,0
Type_B,Brand7,4,dislike,81.46935114274919,10000,1
Type_D,Brand8,2,dislike,58.84169574370533,10,0
Type_C,Brand7,1,like,69.20386483961892,1000,1
Type_E,Brand9,5,soso,100.09808957138196,10,1
Type_A,Brand11,1,dislike,72.62133684742591,10,1
Type_B,Brand3,2,dislike,34.852431062110924,10000,0
Type_C,Brand11,4,soso,59.383702525989335,10,0
Type_A,Brand5,5,like,108.98534702191711,1000,1
Type_A,Brand6,2,soso,132.74497432418136,100,1
Type_E,Brand10,3,soso,104.72286396092281,10000,1
Type_E,Brand7,2,like,74.91597000993974,10000,1
Type_B,Brand7,1,soso,55.63683037682672,10000,0
Type_B,Brand4,2,dislike,46.753203898748005,1000,0
Type_C,Brand1,3,like,60.26515095686908,100,0
Type_E,Brand8,3,soso,83.97134309215738,10000,1
Type_F,Brand10,2,like,92.8644846838558,10,1
Type_E,Brand1,3,dislike,42.067491364412376,10000,0
Type_F,Brand1,1,dislike,79.03625758496807,100,1
Type_C,Brand9,3,like,116.20612686641796,10,1
Type_F,Brand10,3,like,77.9828500393383,10000,1
Type_E,Brand10,4,like,54.87336205000564,1000,0
Type_D,Brand3,1,dislike,93.37567888164025,10,1
Type_A,Brand9,3,dislike,73.9343104230654,100,1
Type_D,Brand10,2,dislike,30.334260522263147,100,0
Type_A,Brand11,3,dislike,96.51657776980568,10,1
Type_F,Brand10,5,soso,51.88141281298654,10000,0
Type_C,Brand1,5,dislike,60.535354985047086,100,0
Type_C,Brand7,1,like,89.86525236141654,10000,1
Type_A,Brand5,5,like,46.68846861170685,1000,0
Type_A,Brand4,5,soso,55.413775043399106,100,0
Type_A,Brand11,3,soso,51.635712352328234,10,0
Type_A,Brand5,1,soso,130.6412187405792,10,1
Type_B,Brand1,4,like,81.11997056145415,100,1
Type_E,Brand10,3,soso,65.71471667480984,10,1
Type_E,Brand7,4,soso,103.94730626455433,10,1
Type_C,Brand11,2,like,31.216266550137036,10,0
Type_B,Brand2,5,like,63.13673246392714,10,0
Type_A,Brand9,3,dislike,77.04250967684543,10,1
Type_B,Brand5,1,soso,59.57310241762872,1000,0
Type_A,Brand5,5,like,82.92161315199264,10,1
Type_F,Brand3,2,soso,78.15174741018703,10,1
Type_E,Brand10,5,dislike,19.47616249853243,1000,0
Type_A,Brand2,5,soso,121.91904832443021,100,1
Type_F,Brand8,4,soso,98.15195938928446,10,1
Type_E,Brand9,2,dislike,79.04507962434029,10,1
Type_A,Brand3,1,soso,134.28942958466348,10,1
Type_F,Brand11,5,dislike,26.78662859532077,10000,0
Type_C,Brand8,5,dislike,22.776649711956168,1000,0
Type_E,Brand6,1,dislike,95.35359590596404,10,1
Type_F,Brand11,1,soso,71.06400934056839,10000,1
Type_C,Brand9,3,soso,87.71512342327003,1000,1
Type_B,Brand10,3,like,102.92397796558747,10,1
Type_A,Brand4,5,soso,70.81103906655952,10000,1
Type_B,Brand3,3,soso,112.18729062725939,10000,1
Type_A,Brand7,5,dislike,78.67042322844125,10000,1
Type_E,Brand1,1,dislike,53.690145842019845,100,0
Type_A,Brand3,3,soso,92.91888999127144,1000,1
Type_F,Brand7,2,soso,70.66852174163424,100,1
Type_D,Brand7,2,soso,104.83047360164284,1000,1
Type_D,Brand9,1,like,48.275906299112364,10000,0
Type_D,Brand10,5,like,53.5899455509543,1000,0
Type_C,Brand9,2,dislike,62.28632127183463,1000,0
Type_D,Brand11,3,soso,74.86516660094566,1000,1
Type_A,Brand11,4,dislike,50.888699097795104,10000,0
Type_B,Brand7,5,like,112.73081189026767,100,1
Type_C,Brand11,3,like,82.14627056952529,10,1
Type_E,Brand3,5,like,95.57564584839093,100,1
Type_C,Brand3,3,dislike,71.45514437283529,10,1
Type_F,Brand5,1,like,112.93748172782207,100,1
Type_F,Brand9,1,soso,60.188204988389785,100,0
Type_B,Brand1,1,dislike,26.79875070235612,1000,0
Type_D,Brand1,1,like,89.976095323527,1000,1
Type_B,Brand9,3,dislike,83.78500365995896,1000,1
Type_C,Brand7,2,dislike,75.2003553097927,10000,1
Type_C,Brand11,3,dislike,23.698326048404013,10000,0
Type_C,Brand4,3,like,89.46336505388481,100,1
Type_B,Brand1,4,like,85.023399842488,1000,1
Type_A,Brand6,4,soso,97.176450867189,1000,1
Type_A,Brand9,3,soso,99.51142560756918,10000,1
Type_F,Brand6,1,soso,103.21439693262917,100,1
Type_D,Brand5,4,soso,66.56694447064038,10000,1
Type_F,Brand1,4,soso,79.59216207893286,100,1
Type_E,Brand9,3,dislike,63.66484512520176,10,0
Type_B,Brand9,5,soso,57.8313193839477,1000,0
Type_A,Brand1,4,like,92.07245376076285,1000,1
Type_D,Brand4,1,dislike,75.11355492146022,1000,1
Type_E,Brand1,3,soso,63.36812202696079,10,0
Type_D,Brand10,5,soso,75.4306040281385,1000,1
Type_D,Brand4,2,dislike,30.873799771371733,100,0
Type_F,Brand7,1,dislike,29.053247551776025,10,0
Type_F,Brand8,1,dislike,42.53393670961747,10,0
Type_E,Brand3,3,dislike,75.89458371586691,100,1
Type_C,Brand3,2,soso,85.97810808187347,10000,1
Type_A,Brand10,1,dislike,56.99502380092977,10000,0
Type_A,Brand5,1,dislike,21.548707631492853,1000,0
Type_E,Brand11,3,soso,103.84292850246153,1000,1
Type_A,Brand6,1,dislike,96.92467914671032,100,1
Type_B,Brand3,5,like,93.7021859021497,10000,1
Type_B,Brand6,2,soso,92.70289969090007,100,1
Type_B,Brand10,4,soso,91.53426511978509,1000,1
Type_E,Brand7,4,dislike,90.33601982885207,100,1
Type_F,Brand6,2,soso,86.07526031646971,100,1
Type_D,Brand6,5,soso,113.46658272565512,1000,1
Type_D,Brand2,3,soso,103.45745645125552,10,1
Type_C,Brand11,3,like,84.90032613242828,100,1
Type_C,Brand4,4,soso,58.20109174596321,1000,0
Type_B,Brand1,1,like,88.25738196661698,10000,1
Type_B,Brand10,2,like,86.2139741371995,10000,1
Type_E,Brand5,5,soso,114.78455231347884,1000,1
Type_B,Brand10,3,soso,109.26210368495607,10000,1
Type_B,Brand3,2,dislike,86.66573833091894,1000,1
Type_B,Brand3,1,like,116.77882811438472,10000,1
Type_A,Brand4,4,soso,67.42496525217217,10000,1
Type_D,Brand9,1,soso,127.40912463935943,10,1
